2013-07-25 00:00:00,957,9599.3603515625
2013-07-25 00:00:00,1073,6999.650192260742
2013-07-25 00:00:00,502,5100.0
2013-07-25 00:00:00,403,5589.570236206055
2013-07-25 00:00:00,897,124.95000076293945
2013-07-25 00:00:00,365,7558.740249633789
2013-07-25 00:00:00,917,21.989999771118164
2013-07-25 00:00:00,627,2879.280029296875
2013-07-25 00:00:00,828,95.97000122070312
2013-07-25 00:00:00,906,99.95999908447266
2013-07-25 00:00:00,775,19.979999542236328
2013-07-25 00:00:00,778,99.95999908447266
2013-07-26 00:00:00,502,10500.0
2013-07-26 00:00:00,627,6038.490093231201
2013-07-26 00:00:00,957,16798.880615234375
2013-07-26 00:00:00,1014,10095.95989227295
2013-07-26 00:00:00,642,120.0
2013-07-26 00:00:00,1004,28798.560791015625
2013-07-26 00:00:00,135,242.0
2013-07-26 00:00:00,917,263.87999725341797
2013-07-26 00:00:00,835,383.8799991607666
2013-07-26 00:00:00,775,79.91999816894531
2013-07-26 00:00:00,276,63.97999954223633
2013-07-26 00:00:00,235,139.9600067138672
2013-07-26 00:00:00,134,125.0
2013-07-26 00:00:00,172,180.0
2013-07-26 00:00:00,778,74.97000122070312
2013-07-26 00:00:00,828,127.96000099182129
2013-07-26 00:00:00,977,89.96999931335449
2013-07-26 00:00:00,823,103.9800033569336
2013-07-26 00:00:00,818,335.9300117492676
2013-07-26 00:00:00,282,159.9499969482422
2013-07-27 00:00:00,1073,10399.480285644531
2013-07-27 00:00:00,403,7539.420318603516
2013-07-27 00:00:00,191,10698.929977416992
2013-07-27 00:00:00,1014,9746.099910736084
2013-07-27 00:00:00,1004,21998.900604248047
2013-07-27 00:00:00,924,159.89999771118164
2013-07-27 00:00:00,957,14399.04052734375
2013-07-27 00:00:00,565,210.0
2013-07-27 00:00:00,273,27.989999771118164
2013-07-27 00:00:00,572,199.9499969482422
2013-07-27 00:00:00,828,223.92999649047852
2013-07-27 00:00:00,93,149.93999671936035
2013-07-27 00:00:00,728,585.0
2013-07-27 00:00:00,797,71.96000099182129
2013-07-27 00:00:00,778,99.95999908447266
2013-07-27 00:00:00,567,125.0
2013-07-27 00:00:00,886,74.97000122070312
2013-07-28 00:00:00,1004,17999.100494384766
2013-07-28 00:00:00,502,8200.0
2013-07-28 00:00:00,886,49.97999954223633
2013-07-28 00:00:00,365,15177.470470428467
2013-07-28 00:00:00,276,159.9499969482422
2013-07-28 00:00:00,403,9359.280395507812
2013-07-28 00:00:00,957,10199.320373535156
2013-07-28 00:00:00,1073,6999.650192260742
2013-07-28 00:00:00,1014,6747.299938201904
